,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,case:concept:name,case:variant,case:variant-index,case:creator,start_timestamp
5696,Cancelar Solicitud,complete,677,2016-05-12 14:44:48+00:00,Cancelar Solicitud,677,118151,Variant 17,17,Fluxicon Disco,2016-05-12 14:33:00+00:00
5697,Traer informacion estudiante - banner,complete,3108,2016-05-12 15:41:30+00:00,Traer informacion estudiante - banner,3108,118151,Variant 17,17,Fluxicon Disco,2016-05-12 15:41:30+00:00
5698,Radicar Solicitud Homologacion,complete,3108,2016-05-12 15:41:34+00:00,Radicar Solicitud Homologacion,3108,118151,Variant 17,17,Fluxicon Disco,2016-05-12 15:41:34+00:00
5699,Notificacion estudiante cancelacion soli,complete,677,2016-05-13 20:21:46+00:00,Notificacion estudiante cancelacion soli,677,118151,Variant 17,17,Fluxicon Disco,2016-05-13 20:21:46+00:00
5700,End,complete,End,2016-05-13 20:21:46+00:00,End,End,118151,Variant 17,17,Fluxicon Disco,2016-05-13 20:21:46+00:00
5701,Start,complete,Start,2016-05-12 17:43:06+00:00,Start,Start,118153,Variant 93,93,Fluxicon Disco,2016-05-12 17:43:06+00:00
5702,Traer informacion estudiante - banner,complete,6851,2016-05-12 17:43:06+00:00,Traer informacion estudiante - banner,6851,118153,Variant 93,93,Fluxicon Disco,2016-05-12 17:43:06+00:00
5703,Radicar Solicitud Homologacion,complete,6851,2016-05-12 17:43:09+00:00,Radicar Solicitud Homologacion,6851,118153,Variant 93,93,Fluxicon Disco,2016-05-12 17:43:09+00:00
5704,Validar solicitud,complete,186,2016-05-12 17:59:03+00:00,Validar solicitud,186,118153,Variant 93,93,Fluxicon Disco,2016-05-12 17:57:48+00:00
5705,Recepcion de documentos,complete,186,2016-05-12 23:58:09+00:00,Recepcion de documentos,186,118153,Variant 93,93,Fluxicon Disco,2016-05-12 20:15:25+00:00
5706,Homologacion por grupo de cursos,complete,26788,2016-05-13 00:12:37+00:00,Homologacion por grupo de cursos,26788,118153,Variant 93,93,Fluxicon Disco,2016-05-12 20:15:27+00:00
5707,End,complete,End,2016-05-13 00:12:37+00:00,End,End,118153,Variant 93,93,Fluxicon Disco,2016-05-13 00:12:37+00:00
5708,Start,complete,Start,2016-05-12 20:18:58+00:00,Start,Start,118201,Variant 2,2,Fluxicon Disco,2016-05-12 20:18:58+00:00
5709,Traer informacion estudiante - banner,complete,7091,2016-05-12 20:18:58+00:00,Traer informacion estudiante - banner,7091,118201,Variant 2,2,Fluxicon Disco,2016-05-12 20:18:58+00:00
5710,Radicar Solicitud Homologacion,complete,7091,2016-05-12 20:19:29+00:00,Radicar Solicitud Homologacion,7091,118201,Variant 2,2,Fluxicon Disco,2016-05-12 20:19:04+00:00
5711,Validar solicitud,complete,22534,2016-05-12 22:00:46+00:00,Validar solicitud,22534,118201,Variant 2,2,Fluxicon Disco,2016-05-12 20:44:15+00:00
5712,Homologacion por grupo de cursos,complete,7177,2016-05-26 17:59:00+00:00,Homologacion por grupo de cursos,7177,118201,Variant 2,2,Fluxicon Disco,2016-05-26 15:15:49+00:00
5713,End,complete,End,2016-05-26 17:59:00+00:00,End,End,118201,Variant 2,2,Fluxicon Disco,2016-05-26 17:59:00+00:00
5714,Start,complete,Start,2016-05-12 20:19:48+00:00,Start,Start,118202,Variant 7,7,Fluxicon Disco,2016-05-12 20:19:48+00:00
5715,Traer informacion estudiante - banner,complete,15315,2016-05-12 20:19:48+00:00,Traer informacion estudiante - banner,15315,118202,Variant 7,7,Fluxicon Disco,2016-05-12 20:19:48+00:00
5716,Radicar Solicitud Homologacion,complete,15315,2016-05-12 20:20:07+00:00,Radicar Solicitud Homologacion,15315,118202,Variant 7,7,Fluxicon Disco,2016-05-12 20:19:49+00:00
5717,Validar solicitud,complete,6694,2016-05-12 20:39:00+00:00,Validar solicitud,6694,118202,Variant 7,7,Fluxicon Disco,2016-05-12 20:38:35+00:00
5718,Cancelar Solicitud,complete,15315,2016-05-12 22:40:56+00:00,Cancelar Solicitud,15315,118202,Variant 7,7,Fluxicon Disco,2016-05-12 20:38:35+00:00
5719,Notificacion estudiante cancelacion soli,complete,15315,2016-06-06 18:35:44+00:00,Notificacion estudiante cancelacion soli,15315,118202,Variant 7,7,Fluxicon Disco,2016-06-06 18:35:44+00:00
5720,End,complete,End,2016-06-06 18:35:44+00:00,End,End,118202,Variant 7,7,Fluxicon Disco,2016-06-06 18:35:44+00:00
5721,Start,complete,Start,2016-05-12 20:28:15+00:00,Start,Start,118203,Variant 1,1,Fluxicon Disco,2016-05-12 20:28:15+00:00
5722,Traer informacion estudiante - banner,complete,5858,2016-05-12 20:28:15+00:00,Traer informacion estudiante - banner,5858,118203,Variant 1,1,Fluxicon Disco,2016-05-12 20:28:15+00:00
5723,Radicar Solicitud Homologacion,complete,5858,2016-05-12 20:28:33+00:00,Radicar Solicitud Homologacion,5858,118203,Variant 1,1,Fluxicon Disco,2016-05-12 20:28:16+00:00
5724,Cancelar Solicitud,complete,22475,2016-05-12 20:46:05+00:00,Cancelar Solicitud,22475,118203,Variant 1,1,Fluxicon Disco,2016-05-12 20:45:50+00:00
5725,Notificacion estudiante cancelacion soli,complete,22475,2016-05-12 21:01:23+00:00,Notificacion estudiante cancelacion soli,22475,118203,Variant 1,1,Fluxicon Disco,2016-05-12 21:01:23+00:00
5726,End,complete,End,2016-05-12 21:01:23+00:00,End,End,118203,Variant 1,1,Fluxicon Disco,2016-05-12 21:01:23+00:00
5727,Start,complete,Start,2016-05-12 20:44:26+00:00,Start,Start,118205,Variant 2,2,Fluxicon Disco,2016-05-12 20:44:26+00:00
5728,Traer informacion estudiante - banner,complete,7091,2016-05-12 20:44:26+00:00,Traer informacion estudiante - banner,7091,118205,Variant 2,2,Fluxicon Disco,2016-05-12 20:44:26+00:00
5729,Radicar Solicitud Homologacion,complete,7091,2016-05-12 20:44:34+00:00,Radicar Solicitud Homologacion,7091,118205,Variant 2,2,Fluxicon Disco,2016-05-12 20:44:29+00:00
5730,Validar solicitud,complete,22534,2016-05-12 22:06:01+00:00,Validar solicitud,22534,118205,Variant 2,2,Fluxicon Disco,2016-05-12 20:49:33+00:00
5731,Homologacion por grupo de cursos,complete,7177,2016-05-26 18:16:18+00:00,Homologacion por grupo de cursos,7177,118205,Variant 2,2,Fluxicon Disco,2016-05-26 15:17:55+00:00
5732,End,complete,End,2016-05-26 18:16:18+00:00,End,End,118205,Variant 2,2,Fluxicon Disco,2016-05-26 18:16:18+00:00
5733,Start,complete,Start,2016-05-12 21:01:01+00:00,Start,Start,118207,Variant 2,2,Fluxicon Disco,2016-05-12 21:01:01+00:00
5734,Traer informacion estudiante - banner,complete,9336,2016-05-12 21:01:01+00:00,Traer informacion estudiante - banner,9336,118207,Variant 2,2,Fluxicon Disco,2016-05-12 21:01:01+00:00
5735,Radicar Solicitud Homologacion,complete,9336,2016-05-12 21:01:09+00:00,Radicar Solicitud Homologacion,9336,118207,Variant 2,2,Fluxicon Disco,2016-05-12 21:01:02+00:00
5736,Validar solicitud,complete,677,2016-05-12 21:16:12+00:00,Validar solicitud,677,118207,Variant 2,2,Fluxicon Disco,2016-05-12 21:08:58+00:00
5737,Homologacion por grupo de cursos,complete,3445,2016-05-13 22:41:39+00:00,Homologacion por grupo de cursos,3445,118207,Variant 2,2,Fluxicon Disco,2016-05-13 20:23:03+00:00
5738,End,complete,End,2016-05-13 22:41:39+00:00,End,End,118207,Variant 2,2,Fluxicon Disco,2016-05-13 22:41:39+00:00
5739,Start,complete,Start,2016-05-12 21:21:53+00:00,Start,Start,118209,Variant 1,1,Fluxicon Disco,2016-05-12 21:21:53+00:00
5740,Traer informacion estudiante - banner,complete,2465,2016-05-12 21:21:53+00:00,Traer informacion estudiante - banner,2465,118209,Variant 1,1,Fluxicon Disco,2016-05-12 21:21:53+00:00
5741,Radicar Solicitud Homologacion,complete,2465,2016-05-12 21:25:45+00:00,Radicar Solicitud Homologacion,2465,118209,Variant 1,1,Fluxicon Disco,2016-05-12 21:21:54+00:00
5742,Cancelar Solicitud,complete,19019,2016-05-13 15:20:29+00:00,Cancelar Solicitud,19019,118209,Variant 1,1,Fluxicon Disco,2016-05-13 15:13:31+00:00
5743,Notificacion estudiante cancelacion soli,complete,19019,2016-05-16 14:12:28+00:00,Notificacion estudiante cancelacion soli,19019,118209,Variant 1,1,Fluxicon Disco,2016-05-16 14:12:28+00:00
5744,End,complete,End,2016-05-16 14:12:28+00:00,End,End,118209,Variant 1,1,Fluxicon Disco,2016-05-16 14:12:28+00:00
5745,Start,complete,Start,2016-05-12 19:47:13+00:00,Start,Start,118251,Variant 7,7,Fluxicon Disco,2016-05-12 19:47:13+00:00
5746,Traer informacion estudiante - banner,complete,5858,2016-05-12 19:47:13+00:00,Traer informacion estudiante - banner,5858,118251,Variant 7,7,Fluxicon Disco,2016-05-12 19:47:13+00:00
5747,Radicar Solicitud Homologacion,complete,5858,2016-05-12 19:49:41+00:00,Radicar Solicitud Homologacion,5858,118251,Variant 7,7,Fluxicon Disco,2016-05-12 19:47:16+00:00
5748,Validar solicitud,complete,22475,2016-05-12 22:12:56+00:00,Validar solicitud,22475,118251,Variant 7,7,Fluxicon Disco,2016-05-12 22:12:56+00:00
5749,Cancelar Solicitud,complete,5858,2016-05-12 22:25:43+00:00,Cancelar Solicitud,5858,118251,Variant 7,7,Fluxicon Disco,2016-05-12 22:12:56+00:00
5750,Notificacion estudiante cancelacion soli,complete,5858,2016-05-16 17:47:54+00:00,Notificacion estudiante cancelacion soli,5858,118251,Variant 7,7,Fluxicon Disco,2016-05-16 17:47:54+00:00
5751,End,complete,End,2016-05-16 17:47:54+00:00,End,End,118251,Variant 7,7,Fluxicon Disco,2016-05-16 17:47:54+00:00
5752,Start,complete,Start,2016-05-12 22:31:29+00:00,Start,Start,118253,Variant 2,2,Fluxicon Disco,2016-05-12 22:31:29+00:00
5753,Traer informacion estudiante - banner,complete,23842,2016-05-12 22:31:29+00:00,Traer informacion estudiante - banner,23842,118253,Variant 2,2,Fluxicon Disco,2016-05-12 22:31:29+00:00
5754,Radicar Solicitud Homologacion,complete,23842,2016-05-12 22:40:12+00:00,Radicar Solicitud Homologacion,23842,118253,Variant 2,2,Fluxicon Disco,2016-05-12 22:31:37+00:00
5755,Validar solicitud,complete,7320,2016-05-16 13:22:31+00:00,Validar solicitud,7320,118253,Variant 2,2,Fluxicon Disco,2016-05-16 13:06:38+00:00
5756,Homologacion por grupo de cursos,complete,6952,2016-05-18 02:46:25+00:00,Homologacion por grupo de cursos,6952,118253,Variant 2,2,Fluxicon Disco,2016-05-18 01:02:25+00:00
5757,End,complete,End,2016-05-18 02:46:25+00:00,End,End,118253,Variant 2,2,Fluxicon Disco,2016-05-18 02:46:25+00:00
5758,Start,complete,Start,2016-05-13 15:16:37+00:00,Start,Start,118352,Variant 2,2,Fluxicon Disco,2016-05-13 15:16:37+00:00
5759,Traer informacion estudiante - banner,complete,11760,2016-05-13 15:16:37+00:00,Traer informacion estudiante - banner,11760,118352,Variant 2,2,Fluxicon Disco,2016-05-13 15:16:37+00:00
5760,Radicar Solicitud Homologacion,complete,11760,2016-05-13 18:42:21+00:00,Radicar Solicitud Homologacion,11760,118352,Variant 2,2,Fluxicon Disco,2016-05-13 15:16:38+00:00
5761,Validar solicitud,complete,22475,2016-06-22 11:04:45+00:00,Validar solicitud,22475,118352,Variant 2,2,Fluxicon Disco,2016-06-22 11:04:04+00:00
5762,Homologacion por grupo de cursos,complete,22475,2016-06-22 14:24:19+00:00,Homologacion por grupo de cursos,22475,118352,Variant 2,2,Fluxicon Disco,2016-06-22 13:41:00+00:00
5763,End,complete,End,2016-06-22 14:24:19+00:00,End,End,118352,Variant 2,2,Fluxicon Disco,2016-06-22 14:24:19+00:00
5764,Start,complete,Start,2016-05-13 17:04:09+00:00,Start,Start,118402,Variant 5,5,Fluxicon Disco,2016-05-13 17:04:09+00:00
5765,Traer informacion estudiante - banner,complete,9445,2016-05-13 17:04:09+00:00,Traer informacion estudiante - banner,9445,118402,Variant 5,5,Fluxicon Disco,2016-05-13 17:04:09+00:00
5766,Radicar Solicitud Homologacion,complete,9445,2016-05-13 18:28:10+00:00,Radicar Solicitud Homologacion,9445,118402,Variant 5,5,Fluxicon Disco,2016-05-13 17:04:10+00:00
5767,Notificacion estudiante cancelacion soli,complete,1,2016-06-09 21:24:20+00:00,Notificacion estudiante cancelacion soli,1,118402,Variant 5,5,Fluxicon Disco,2016-06-09 21:24:20+00:00
5768,End,complete,End,2016-06-09 21:24:20+00:00,End,End,118402,Variant 5,5,Fluxicon Disco,2016-06-09 21:24:20+00:00
5769,Start,complete,Start,2016-05-13 17:21:22+00:00,Start,Start,118403,Variant 1,1,Fluxicon Disco,2016-05-13 17:21:22+00:00
5770,Traer informacion estudiante - banner,complete,22950,2016-05-13 17:21:22+00:00,Traer informacion estudiante - banner,22950,118403,Variant 1,1,Fluxicon Disco,2016-05-13 17:21:22+00:00
5771,Radicar Solicitud Homologacion,complete,22950,2016-05-13 17:49:23+00:00,Radicar Solicitud Homologacion,22950,118403,Variant 1,1,Fluxicon Disco,2016-05-13 17:21:23+00:00
5772,Cancelar Solicitud,complete,22950,2016-05-18 23:28:04+00:00,Cancelar Solicitud,22950,118403,Variant 1,1,Fluxicon Disco,2016-05-18 23:25:28+00:00
5773,Notificacion estudiante cancelacion soli,complete,22950,2016-05-19 15:36:09+00:00,Notificacion estudiante cancelacion soli,22950,118403,Variant 1,1,Fluxicon Disco,2016-05-19 15:36:09+00:00
5774,End,complete,End,2016-05-19 15:36:09+00:00,End,End,118403,Variant 1,1,Fluxicon Disco,2016-05-19 15:36:09+00:00
5775,Start,complete,Start,2016-05-13 20:54:38+00:00,Start,Start,118451,Variant 2,2,Fluxicon Disco,2016-05-13 20:54:38+00:00
5776,Traer informacion estudiante - banner,complete,3108,2016-05-13 20:54:38+00:00,Traer informacion estudiante - banner,3108,118451,Variant 2,2,Fluxicon Disco,2016-05-13 20:54:38+00:00
5777,Radicar Solicitud Homologacion,complete,3108,2016-05-13 20:55:06+00:00,Radicar Solicitud Homologacion,3108,118451,Variant 2,2,Fluxicon Disco,2016-05-13 20:54:44+00:00
5778,Validar solicitud,complete,677,2016-05-13 21:19:57+00:00,Validar solicitud,677,118451,Variant 2,2,Fluxicon Disco,2016-05-13 21:17:24+00:00
5779,Homologacion por grupo de cursos,complete,3445,2016-05-16 15:54:56+00:00,Homologacion por grupo de cursos,3445,118451,Variant 2,2,Fluxicon Disco,2016-05-16 13:50:33+00:00
5780,End,complete,End,2016-05-16 15:54:56+00:00,End,End,118451,Variant 2,2,Fluxicon Disco,2016-05-16 15:54:56+00:00
5781,Start,complete,Start,2016-05-16 10:28:18+00:00,Start,Start,118901,Variant 33,33,Fluxicon Disco,2016-05-16 10:28:18+00:00
5782,Cancelar Solicitud,complete,6844,2016-05-16 10:28:18+00:00,Cancelar Solicitud,6844,118901,Variant 33,33,Fluxicon Disco,2016-05-16 10:28:18+00:00
5783,Notificacion estudiante cancelacion soli,complete,6844,2016-05-16 10:30:51+00:00,Notificacion estudiante cancelacion soli,6844,118901,Variant 33,33,Fluxicon Disco,2016-05-16 10:30:51+00:00
5784,Traer informacion estudiante - banner,complete,6844,2016-05-16 11:48:06+00:00,Traer informacion estudiante - banner,6844,118901,Variant 33,33,Fluxicon Disco,2016-05-16 11:48:06+00:00
5785,Radicar Solicitud Homologacion,complete,6844,2016-05-16 11:48:14+00:00,Radicar Solicitud Homologacion,6844,118901,Variant 33,33,Fluxicon Disco,2016-05-16 11:48:14+00:00
5786,End,complete,End,2016-05-16 11:48:14+00:00,End,End,118901,Variant 33,33,Fluxicon Disco,2016-05-16 11:48:14+00:00
5787,Start,complete,Start,2016-05-16 17:42:36+00:00,Start,Start,119053,Variant 1,1,Fluxicon Disco,2016-05-16 17:42:36+00:00
5788,Traer informacion estudiante - banner,complete,11993,2016-05-16 17:42:36+00:00,Traer informacion estudiante - banner,11993,119053,Variant 1,1,Fluxicon Disco,2016-05-16 17:42:36+00:00
5789,Radicar Solicitud Homologacion,complete,11993,2016-05-16 18:51:37+00:00,Radicar Solicitud Homologacion,11993,119053,Variant 1,1,Fluxicon Disco,2016-05-16 17:42:40+00:00
5790,Cancelar Solicitud,complete,186,2016-05-27 15:50:47+00:00,Cancelar Solicitud,186,119053,Variant 1,1,Fluxicon Disco,2016-05-27 13:57:26+00:00
5791,Notificacion estudiante cancelacion soli,complete,186,2016-06-20 15:18:35+00:00,Notificacion estudiante cancelacion soli,186,119053,Variant 1,1,Fluxicon Disco,2016-06-20 15:18:35+00:00
5792,End,complete,End,2016-06-20 15:18:35+00:00,End,End,119053,Variant 1,1,Fluxicon Disco,2016-06-20 15:18:35+00:00
5793,Start,complete,Start,2016-05-16 17:59:18+00:00,Start,Start,119054,Variant 1,1,Fluxicon Disco,2016-05-16 17:59:18+00:00
5794,Traer informacion estudiante - banner,complete,7717,2016-05-16 17:59:18+00:00,Traer informacion estudiante - banner,7717,119054,Variant 1,1,Fluxicon Disco,2016-05-16 17:59:18+00:00
5795,Radicar Solicitud Homologacion,complete,7717,2016-05-16 17:59:20+00:00,Radicar Solicitud Homologacion,7717,119054,Variant 1,1,Fluxicon Disco,2016-05-16 17:59:20+00:00
5796,Cancelar Solicitud,complete,19019,2016-05-16 18:12:46+00:00,Cancelar Solicitud,19019,119054,Variant 1,1,Fluxicon Disco,2016-05-16 18:12:31+00:00
5797,Notificacion estudiante cancelacion soli,complete,19019,2016-05-16 19:15:49+00:00,Notificacion estudiante cancelacion soli,19019,119054,Variant 1,1,Fluxicon Disco,2016-05-16 19:15:49+00:00
5798,End,complete,End,2016-05-16 19:15:49+00:00,End,End,119054,Variant 1,1,Fluxicon Disco,2016-05-16 19:15:49+00:00
5799,Start,complete,Start,2016-05-16 22:18:33+00:00,Start,Start,119153,Variant 2,2,Fluxicon Disco,2016-05-16 22:18:33+00:00
5800,Traer informacion estudiante - banner,complete,19591,2016-05-16 22:18:33+00:00,Traer informacion estudiante - banner,19591,119153,Variant 2,2,Fluxicon Disco,2016-05-16 22:18:33+00:00
5801,Radicar Solicitud Homologacion,complete,19591,2016-05-16 23:44:07+00:00,Radicar Solicitud Homologacion,19591,119153,Variant 2,2,Fluxicon Disco,2016-05-16 22:18:35+00:00
5802,Validar solicitud,complete,186,2016-06-01 20:15:43+00:00,Validar solicitud,186,119153,Variant 2,2,Fluxicon Disco,2016-06-01 19:51:35+00:00
5803,Homologacion por grupo de cursos,complete,186,2016-06-07 21:11:23+00:00,Homologacion por grupo de cursos,186,119153,Variant 2,2,Fluxicon Disco,2016-06-07 20:00:24+00:00
5804,End,complete,End,2016-06-07 21:11:23+00:00,End,End,119153,Variant 2,2,Fluxicon Disco,2016-06-07 21:11:23+00:00
5805,Start,complete,Start,2016-05-17 18:25:40+00:00,Start,Start,119403,Variant 1,1,Fluxicon Disco,2016-05-17 18:25:40+00:00
5806,Traer informacion estudiante - banner,complete,22950,2016-05-17 18:25:40+00:00,Traer informacion estudiante - banner,22950,119403,Variant 1,1,Fluxicon Disco,2016-05-17 18:25:40+00:00
5807,Radicar Solicitud Homologacion,complete,22950,2016-05-17 18:37:41+00:00,Radicar Solicitud Homologacion,22950,119403,Variant 1,1,Fluxicon Disco,2016-05-17 18:25:41+00:00
5808,Cancelar Solicitud,complete,22404,2016-05-19 02:24:54+00:00,Cancelar Solicitud,22404,119403,Variant 1,1,Fluxicon Disco,2016-05-19 01:58:24+00:00
5809,Notificacion estudiante cancelacion soli,complete,22404,2016-05-24 15:30:53+00:00,Notificacion estudiante cancelacion soli,22404,119403,Variant 1,1,Fluxicon Disco,2016-05-24 15:30:53+00:00
5810,End,complete,End,2016-05-24 15:30:53+00:00,End,End,119403,Variant 1,1,Fluxicon Disco,2016-05-24 15:30:53+00:00
5811,Start,complete,Start,2016-05-17 18:25:59+00:00,Start,Start,119404,Variant 2,2,Fluxicon Disco,2016-05-17 18:25:59+00:00
5812,Traer informacion estudiante - banner,complete,22950,2016-05-17 18:25:59+00:00,Traer informacion estudiante - banner,22950,119404,Variant 2,2,Fluxicon Disco,2016-05-17 18:25:59+00:00
5813,Radicar Solicitud Homologacion,complete,22950,2016-05-17 19:35:51+00:00,Radicar Solicitud Homologacion,22950,119404,Variant 2,2,Fluxicon Disco,2016-05-17 18:26:00+00:00
5814,Validar solicitud,complete,22404,2016-05-31 15:05:59+00:00,Validar solicitud,22404,119404,Variant 2,2,Fluxicon Disco,2016-05-31 14:51:16+00:00
5815,Homologacion por grupo de cursos,complete,4560,2016-06-02 16:11:45+00:00,Homologacion por grupo de cursos,4560,119404,Variant 2,2,Fluxicon Disco,2016-06-02 13:34:49+00:00
5816,End,complete,End,2016-06-02 16:11:45+00:00,End,End,119404,Variant 2,2,Fluxicon Disco,2016-06-02 16:11:45+00:00
5817,Start,complete,Start,2016-05-17 16:08:51+00:00,Start,Start,119451,Variant 5,5,Fluxicon Disco,2016-05-17 16:08:51+00:00
5818,Traer informacion estudiante - banner,complete,9379,2016-05-17 16:08:51+00:00,Traer informacion estudiante - banner,9379,119451,Variant 5,5,Fluxicon Disco,2016-05-17 16:08:51+00:00
5819,Radicar Solicitud Homologacion,complete,9379,2016-05-17 17:49:48+00:00,Radicar Solicitud Homologacion,9379,119451,Variant 5,5,Fluxicon Disco,2016-05-17 16:08:57+00:00
5820,Notificacion estudiante cancelacion soli,complete,1,2016-06-15 21:24:19+00:00,Notificacion estudiante cancelacion soli,1,119451,Variant 5,5,Fluxicon Disco,2016-06-15 21:24:19+00:00
5821,End,complete,End,2016-06-15 21:24:19+00:00,End,End,119451,Variant 5,5,Fluxicon Disco,2016-06-15 21:24:19+00:00
5822,Start,complete,Start,2016-05-18 18:56:02+00:00,Start,Start,119656,Variant 2,2,Fluxicon Disco,2016-05-18 18:56:02+00:00
5823,Traer informacion estudiante - banner,complete,11775,2016-05-18 18:56:02+00:00,Traer informacion estudiante - banner,11775,119656,Variant 2,2,Fluxicon Disco,2016-05-18 18:56:02+00:00
5824,Radicar Solicitud Homologacion,complete,11775,2016-05-18 18:56:03+00:00,Radicar Solicitud Homologacion,11775,119656,Variant 2,2,Fluxicon Disco,2016-05-18 18:56:03+00:00
